alert_id,customer_id,amount,account_age_days,prior_orders,prior_disputes,delivery_status,delivery_proof,device_fingerprint,address_hash,days_since_purchase,complaint_category,complaint_text,persona,ring_archetype,text_contradiction,would_win_if_fought
ALT02301,CUST00240,1986.71,534,30,1,lost,none,dev_b1cbc263,addr_89310697,34,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,0
ALT02302,CUST00634,1361.48,1218,28,1,delivered,otp,dev_cd180a82,addr_ba220065,1,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT02303,CUST00824,1175.34,1234,41,0,delivered,none,dev_4827c440,addr_89811f35,23,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,0
ALT02304,CUST01376,6620.26,1288,12,1,lost,none,dev_10e2b676,addr_a3e2ac17,9,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT02305,CUST00246,2842.73,555,5,1,in_transit,none,dev_a76c11cb,addr_03113626,44,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,0
ALT02306,CUST01697,8760.8,501,21,0,lost,none,dev_d76d9612,addr_03288b00,33,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,0
ALT02307,CUST00984,2000.13,984,46,1,delivered,signed,dev_7919955c,addr_2c154804,28,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02308,CUST01226,9091.38,1489,22,0,delivered,none,dev_e2c6093e,addr_109b851a,24,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,0
ALT02309,CUST01356,1041.55,18,2,3,in_transit,none,dev_c37637d6,addr_a057c558,26,duplicate_charge,"Charged twice for the same order, please reverse one debit. Refund immediately.",ring,tight,False,0
ALT02310,CUST01112,244.65,1326,25,1,delivered,signed,dev_a21c1209,addr_8bae295e,17,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT02311,CUST01067,932.87,575,12,4,in_transit,none,dev_2ea35df6,addr_78731a4e,36,item_not_received,I have not received this package even after 36 days. It stopped working after two days of use.,opportunist,,True,0
ALT02312,CUST00315,4540.27,280,23,1,lost,none,dev_500d92a7,addr_bd10f87c,2,item_not_received,I have not received this package even after 2 days. Kindly help.,honest,,False,0
ALT02313,CUST01397,4187.17,535,24,0,delivered,otp,dev_9424aed5,addr_edcb8cb6,36,item_not_received,I have not received this package even after 36 days.,honest,,False,0
ALT02314,CUST01281,804.85,422,6,0,lost,none,dev_af32baf8,addr_d3966f0a,45,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,0
ALT02315,CUST00740,3303.85,1364,21,1,in_transit,none,dev_80e1be4d,addr_a95d3271,41,unauthorised,I did not authorise this transaction on my card.,honest,,False,0
ALT02316,CUST01275,1196.87,436,29,1,delivered,otp,dev_bc75ed53,addr_d751af9c,7,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,1
ALT02317,CUST00806,454.24,567,33,0,delivered,otp,dev_136d6cce,addr_e6c71f15,30,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02318,CUST00975,4603.66,85,2,1,delivered,otp,dev_a510f7b4,addr_f11f1e97,36,unauthorised,"This charge is not mine, my card was used without permission.",ring,dropship,False,1
ALT02319,CUST00994,5202.03,851,34,1,delivered,otp,dev_10c1de9c,addr_0766699f,15,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT02320,CUST01114,1384.14,375,36,0,in_transit,none,dev_2031d750,addr_a8e56e0c,32,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,0
ALT02321,CUST01242,5942.56,772,43,1,delivered,otp,dev_8e485223,addr_30e912f2,8,unauthorised,I did not authorise this transaction on my card.,honest,,False,1
ALT02322,CUST00153,2050.49,1015,25,1,delivered,otp,dev_a205e54f,addr_c82f78fd,34,item_not_received,I have not received this package even after 34 days.,honest,,False,0
ALT02323,CUST01534,2398.08,642,44,1,delivered,none,dev_2d9563ed,addr_5f9cb7e0,11,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT02324,CUST01236,1953.46,433,11,0,delivered,signed,dev_008ffab9,addr_ccc7147f,26,unauthorised,"This charge is not mine, my card was used without permission. The size is wrong, I want to send it back. Kindly help.",honest,,True,1
ALT02325,CUST01240,790.8,1490,30,1,delivered,otp,dev_50ffde64,addr_d926fe41,43,duplicate_charge,Two payments went out for a single purchase.,honest,,False,1
ALT02326,CUST00459,1783.18,763,32,1,delivered,none,dev_da018d29,addr_7580e4e9,40,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT02327,CUST00473,818.6,970,43,1,delivered,signed,dev_63021daa,addr_fbda05ae,44,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT02328,CUST00938,3437.4,265,25,1,delivered,signed,dev_448aaa9e,addr_508ebad7,4,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02329,CUST01162,3773.0,774,39,0,delivered,none,dev_d9b59f84,addr_d226a8b3,24,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,0
ALT02330,CUST01729,448.0,427,24,1,in_transit,none,dev_789fed96,addr_54f5df70,44,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT02331,CUST00321,3642.24,1412,41,0,in_transit,none,dev_f6d70248,addr_3c9d128a,1,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,0
ALT02332,CUST00687,2056.3,340,20,1,delivered,otp,dev_48f4ef12,addr_8768a84f,30,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,0
ALT02333,CUST01495,525.3,398,8,1,in_transit,none,dev_f204be89,addr_6b0ae0e3,38,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02334,CUST00832,2602.75,329,5,2,delivered,otp,dev_fe3a4f96,addr_ab30f1b1,44,unauthorised,"Unknown charge from your store, I never placed any order. I raised this before and got no response.",opportunist,,False,0
ALT02335,CUST01379,1914.15,189,19,4,delivered,signed,dev_793130ce,addr_3768d6aa,25,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. This keeps happening.,opportunist,,False,1
ALT02336,CUST00398,2876.83,1270,47,0,lost,none,dev_1e850f80,addr_65125d2e,18,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT02337,CUST00783,443.1,593,44,1,delivered,otp,dev_d0b1e3eb,addr_659b0105,43,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,1
ALT02338,CUST01655,1575.59,321,3,2,in_transit,otp,dev_6928cf38,addr_cc5015cf,22,not_as_described,"Received the wrong variant, this is not what I ordered. This keeps happening.",opportunist,,False,0
ALT02339,CUST00531,865.3,536,21,1,in_transit,none,dev_ded255d0,addr_cde22f1c,29,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT02340,CUST01724,2987.88,564,8,3,delivered,otp,dev_81ddf3ea,addr_575519cd,29,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. This keeps happening.,opportunist,,False,0
ALT02341,CUST01307,2598.89,230,27,0,delivered,signed,dev_96bf10ab,addr_040a3aae,29,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,1
ALT02342,CUST01325,3579.18,243,42,0,in_transit,otp,dev_96a402f2,addr_01d74256,36,item_not_received,I have not received this package even after 36 days.,honest,,False,0
ALT02343,CUST01314,904.87,357,24,0,delivered,signed,dev_905f9096,addr_d9750f00,29,item_not_received,I have not received this package even after 29 days. Kindly help.,honest,,False,1
ALT02344,CUST01775,32184.76,291,20,0,lost,none,dev_30259856,addr_d527189b,31,unauthorised,I did not authorise this transaction on my card. Kindly help.,honest,,False,0
ALT02345,CUST00442,849.82,1329,21,1,delivered,otp,dev_260ccfb4,addr_647ac591,38,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,1
ALT02346,CUST01243,3533.97,487,35,1,delivered,signed,dev_d770a46e,addr_19bb5bf0,34,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02347,CUST01661,1385.8,1302,34,1,in_transit,none,dev_f1613bab,addr_d653d4bb,30,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT02348,CUST00178,11326.82,1031,40,0,delivered,otp,dev_4dcabfb7,addr_35ce8841,12,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT02349,CUST00211,1143.19,478,4,1,delivered,otp,dev_10652764,addr_c96782fb,24,item_not_received,Nothing was delivered to my address. Please refund the amount. This keeps happening.,opportunist,,False,1
ALT02350,CUST00884,1713.09,297,5,1,delivered,none,dev_3a24ec19,addr_0e80ea41,30,duplicate_charge,Two payments went out for a single purchase. I raised this before and got no response.,opportunist,,False,0
ALT02351,CUST01526,3526.88,708,22,0,delivered,signed,dev_1bac27a7,addr_df465290,9,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,0
ALT02352,CUST01268,1871.55,755,36,1,delivered,signed,dev_eed15809,addr_a7e60e4e,4,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT02353,CUST01796,6037.49,400,33,1,delivered,signed,dev_3d922952,addr_bb56588b,3,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02354,CUST01396,1064.23,472,11,2,in_transit,none,dev_27051d96,addr_904c01a1,26,item_not_received,I have not received this package even after 26 days. I raised this before and got no response.,opportunist,,False,0
ALT02355,CUST01158,3667.75,1334,41,1,delivered,signed,dev_e25df9a8,addr_10d4de39,16,item_not_received,I have not received this package even after 16 days.,honest,,False,1
ALT02356,CUST00539,1812.64,754,24,1,delivered,none,dev_3b048a8b,addr_b8a6171f,42,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT02357,CUST00968,2017.87,832,16,0,delivered,signed,dev_c422d03e,addr_31274148,23,item_not_received,I have not received this package even after 23 days.,honest,,False,1
ALT02358,CUST00380,9404.59,837,50,1,in_transit,none,dev_07692583,addr_d53ae57f,26,item_not_received,I have not received this package even after 26 days.,honest,,False,0
ALT02359,CUST01548,16850.76,685,18,1,delivered,otp,dev_6d9c5b50,addr_9dbc15c0,45,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,1
ALT02360,CUST00373,3042.78,570,49,0,delivered,otp,dev_b89f72f3,addr_0b2f6d5c,14,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT02361,CUST01007,1157.07,58,3,3,delivered,signed,dev_ab24f74a,addr_e6ace778,34,unauthorised,"Unknown charge from your store, I never placed any order. Reverse this now.",ring,dropship,False,1
ALT02362,CUST00424,1982.82,935,35,1,lost,none,dev_5254aad3,addr_453b45fe,27,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,0
ALT02363,CUST01420,1202.55,848,39,1,delivered,none,dev_2518ec09,addr_4ee45227,5,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT02364,CUST01730,1981.84,341,13,3,delivered,signed,dev_667cf788,addr_fbe5403b,28,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. This keeps happening.,opportunist,,False,1
ALT02365,CUST01394,1314.99,212,27,1,delivered,signed,dev_c0e3befd,addr_3875394c,33,unauthorised,I did not authorise this transaction on my card.,honest,,False,1
ALT02366,CUST01059,956.0,1119,16,0,in_transit,none,dev_838b77ad,addr_6090103c,14,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,1
ALT02367,CUST00583,2614.63,247,6,1,delivered,signed,dev_c62f3461,addr_b9fc829f,17,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,1
ALT02368,CUST00118,2064.81,549,11,1,delivered,signed,dev_f1e4c27a,addr_01db80b4,36,unauthorised,"This charge is not mine, my card was used without permission.",opportunist,,False,0
ALT02369,CUST01514,1349.84,1492,42,1,lost,none,dev_07997940,addr_32a4a8a4,34,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,0
ALT02370,CUST01029,1422.2,1206,14,1,in_transit,none,dev_0d9ff83d,addr_260c037e,18,duplicate_charge,Duplicate debit of the same amount on the same day. Kindly help.,honest,,False,0
ALT02371,CUST01349,2049.03,487,16,1,delivered,signed,dev_d78c57d3,addr_9e91a71c,14,unauthorised,"Unknown charge from your store, I never placed any order. The box was torn when I opened it.",honest,,True,1
ALT02372,CUST01282,457.57,304,10,1,in_transit,none,dev_d450281c,addr_0b49452d,22,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT02373,CUST01279,4298.63,713,17,1,in_transit,otp,dev_8892042f,addr_27794685,8,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,1
ALT02374,CUST00077,1136.85,1253,46,1,in_transit,none,dev_3625fc20,addr_2fd90ce1,39,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT02375,CUST00448,1770.77,934,24,1,delivered,otp,dev_8d3a5d76,addr_9b4bf377,16,duplicate_charge,Two payments went out for a single purchase.,honest,,False,0
ALT02376,CUST00542,8593.47,226,38,0,in_transit,otp,dev_06783c34,addr_253421bc,16,item_not_received,I have not received this package even after 16 days. It stopped working after two days of use.,honest,,True,1
ALT02377,CUST01647,4366.9,426,11,0,delivered,otp,dev_f013a170,addr_08018e83,2,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,1
ALT02378,CUST01247,830.08,1480,26,1,delivered,signed,dev_18ebeed7,addr_5b7c57e8,21,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT02379,CUST00262,200.0,1409,11,0,delivered,otp,dev_1090dc9d,addr_f9a732dc,45,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02380,CUST01059,3426.88,1119,16,0,delivered,none,dev_838b77ad,addr_6090103c,8,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT02381,CUST00114,1956.7,332,20,3,lost,none,dev_e733c344,addr_352ded78,34,item_not_received,I have not received this package even after 34 days. I raised this before and got no response.,opportunist,,False,0
ALT02382,CUST01228,1829.35,763,45,1,delivered,signed,dev_5e08e249,addr_1eb85863,10,unauthorised,"Unknown charge from your store, I never placed any order. Kindly help.",honest,,False,0
ALT02383,CUST00670,4855.35,557,34,0,delivered,otp,dev_75c72fb6,addr_b0701a53,6,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT02384,CUST01760,14380.01,469,13,3,delivered,otp,dev_12581998,addr_3c33499f,28,unauthorised,I did not authorise this transaction on my card. This keeps happening.,opportunist,,False,1
ALT02385,CUST00703,1763.41,391,8,2,delivered,signed,dev_c4329e78,addr_da341653,44,not_as_described,"Received the wrong variant, this is not what I ordered. I raised this before and got no response.",opportunist,,False,0
ALT02386,CUST01211,4006.19,653,6,1,delivered,signed,dev_b58dfc59,addr_3106e8ce,37,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT02387,CUST01745,24160.06,191,19,2,in_transit,none,dev_09fb4d4b,addr_a93429ae,20,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. This keeps happening.,opportunist,,False,1
ALT02388,CUST01636,2020.92,776,33,1,delivered,otp,dev_a9252745,addr_795741bb,33,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,1
ALT02389,CUST01509,3085.01,693,47,0,delivered,otp,dev_551ff086,addr_0b599562,19,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02390,CUST00084,3265.7,1235,35,1,delivered,signed,dev_de9205ea,addr_7ddca413,27,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT02391,CUST01231,2606.12,299,23,1,delivered,otp,dev_efb278fd,addr_838cc137,22,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,1
ALT02392,CUST01549,7653.1,538,33,1,in_transit,none,dev_63e73896,addr_9b72a9fe,29,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT02393,CUST00915,3233.56,777,36,0,in_transit,none,dev_c2ca55ed,addr_82e09d39,32,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT02394,CUST01176,4177.28,48,1,2,in_transit,none,dev_b8180f1c,addr_04eb1694,8,unauthorised,I did not authorise this transaction on my card. Refund immediately.,ring,household,False,0
ALT02395,CUST01508,2800.01,1246,49,1,delivered,otp,dev_61af663c,addr_af65e8cc,31,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT02396,CUST00127,950.57,624,19,0,in_transit,none,dev_3c00a0f0,addr_37f5c238,24,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,0
ALT02397,CUST01165,1289.55,293,47,0,delivered,signed,dev_c5e7ce8a,addr_fc377a4c,7,duplicate_charge,Two payments went out for a single purchase.,honest,,False,1
ALT02398,CUST00404,1664.62,144,13,2,delivered,signed,dev_0a7016c8,addr_380ec19d,32,not_as_described,Item is not what the listing showed. Quality is poor. I raised this before and got no response.,opportunist,,False,1
ALT02399,CUST00061,1015.22,1463,21,0,lost,none,dev_1d57e734,addr_8c8181b4,28,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,0
ALT02400,CUST00253,1353.5,357,28,1,in_transit,none,dev_f1b88d65,addr_9dde0188,10,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,0
ALT02401,CUST00988,3564.09,519,5,1,in_transit,otp,dev_4ba99d78,addr_e55ec749,24,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT02402,CUST01673,716.61,423,15,1,delivered,signed,dev_25e050f6,addr_05cf079e,18,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,1
ALT02403,CUST01677,814.62,548,41,0,delivered,signed,dev_869d4cb7,addr_eda413c6,22,duplicate_charge,Two payments went out for a single purchase.,honest,,False,0
ALT02404,CUST00728,2020.15,584,12,1,delivered,signed,dev_3730dfba,addr_5682d038,28,unauthorised,"This charge is not mine, my card was used without permission. Kindly help.",honest,,False,1
ALT02405,CUST01358,1725.84,50,3,0,delivered,signed,dev_971f640d,addr_9268b5df,43,duplicate_charge,Duplicate debit of the same amount on the same day. Refund immediately.,ring,household,False,1
ALT02406,CUST00849,1900.96,276,3,3,delivered,otp,dev_ede02d33,addr_44e831e1,23,unauthorised,I did not authorise this transaction on my card. This keeps happening.,opportunist,,False,0
ALT02407,CUST00854,1623.94,774,6,1,in_transit,none,dev_fbce7087,addr_d7a7e7b1,13,item_not_received,I have not received this package even after 13 days. It stopped working after two days of use. Kindly help.,honest,,True,0
ALT02408,CUST00965,6731.09,710,22,0,delivered,otp,dev_dd3a0936,addr_d2137565,38,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,0
ALT02409,CUST01138,1824.99,741,39,0,delivered,signed,dev_746cdb77,addr_ac1e86d8,44,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,1
ALT02410,CUST01392,4585.47,521,8,0,delivered,otp,dev_54c29d5c,addr_f9722cc1,34,duplicate_charge,Duplicate debit of the same amount on the same day. Kindly help.,honest,,False,1
ALT02411,CUST00050,2363.34,729,40,0,lost,none,dev_e64b9b37,addr_a7890770,24,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,0
ALT02412,CUST00190,1804.93,465,3,3,delivered,otp,dev_c83e0032,addr_489a4ca4,11,item_not_received,Nothing was delivered to my address. Please refund the amount. This keeps happening.,opportunist,,False,1
ALT02413,CUST01502,2545.24,1432,18,0,in_transit,otp,dev_59fe1c45,addr_173d5030,14,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT02414,CUST01203,3148.83,1438,50,1,delivered,none,dev_d90949aa,addr_9f8ceda5,16,not_as_described,Product does not match the description on your site.,honest,,False,0
ALT02415,CUST01341,1017.77,1083,38,1,lost,none,dev_87a20e22,addr_cd638ba8,35,item_not_received,I have not received this package even after 35 days.,honest,,False,0
ALT02416,CUST01064,783.75,286,24,1,delivered,otp,dev_bd673458,addr_397a284f,28,unauthorised,I did not authorise this transaction on my card. Kindly help.,honest,,False,0
ALT02417,CUST00016,3835.14,1294,6,0,delivered,signed,dev_651a6277,addr_0367ee2c,12,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,1
ALT02418,CUST01568,4400.72,789,33,1,in_transit,otp,dev_1f15c7b6,addr_288b78b5,28,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT02419,CUST00304,959.73,519,13,1,in_transit,none,dev_95082801,addr_3ba58126,18,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT02420,CUST01327,874.85,189,11,3,in_transit,otp,dev_7b487db6,addr_4b589ceb,13,duplicate_charge,Two payments went out for a single purchase. This keeps happening.,opportunist,,False,0
ALT02421,CUST01680,6187.8,692,46,0,delivered,signed,dev_f57a431e,addr_5228ed8d,42,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02422,CUST01398,1452.19,423,7,4,delivered,otp,dev_75566ff1,addr_fb5435ba,20,unauthorised,"This charge is not mine, my card was used without permission. This keeps happening.",opportunist,,False,0
ALT02423,CUST00913,1242.89,294,38,1,delivered,signed,dev_71e64bce,addr_93baf4a3,25,duplicate_charge,Duplicate debit of the same amount on the same day. Kindly help.,honest,,False,1
ALT02424,CUST01440,871.13,116,3,2,delivered,signed,dev_dc3c423a,addr_7b6fb65b,28,item_not_received,Nothing was delivered to my address. Please refund the amount. I raised this before and got no response.,opportunist,,False,1
ALT02425,CUST00020,878.68,647,44,0,lost,none,dev_e9a0c20d,addr_b72479b7,38,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,0
ALT02426,CUST01649,13349.51,636,5,1,delivered,otp,dev_7cff07e3,addr_5b120b1b,25,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT02427,CUST00130,1951.86,988,41,0,lost,none,dev_b8e51141,addr_b040d75a,35,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,0
ALT02428,CUST00497,1681.64,487,3,4,in_transit,otp,dev_68a650ce,addr_c45d4c03,42,duplicate_charge,"Charged twice for the same order, please reverse one debit. I raised this before and got no response.",opportunist,,False,1
ALT02429,CUST00785,825.06,843,46,1,delivered,signed,dev_1d0af7f7,addr_bc55300b,15,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT02430,CUST00995,528.83,289,23,0,in_transit,none,dev_189099c9,addr_88802d4d,4,unauthorised,I did not authorise this transaction on my card. Kindly help.,honest,,False,0
ALT02431,CUST00847,9243.69,733,42,1,delivered,signed,dev_1e26ed31,addr_9ee339ff,34,duplicate_charge,Two payments went out for a single purchase. Kindly help.,honest,,False,1
ALT02432,CUST00500,5166.85,72,0,0,delivered,signed,dev_aec61694,addr_18720dc7,38,not_as_described,Product does not match the description on your site. Refund immediately.,ring,tight,False,1
ALT02433,CUST01383,2479.26,670,18,1,in_transit,none,dev_45667c48,addr_ec95b3ac,42,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,1
ALT02434,CUST00789,238.04,676,8,0,delivered,signed,dev_69ce1e4e,addr_b7a4c719,22,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT02435,CUST00810,1737.96,220,13,4,in_transit,otp,dev_c9eb6e3c,addr_eeced5b3,31,duplicate_charge,Duplicate debit of the same amount on the same day. I raised this before and got no response.,opportunist,,False,1
ALT02436,CUST01232,1683.45,311,13,3,delivered,none,dev_d13b3a4d,addr_05981489,11,duplicate_charge,Two payments went out for a single purchase. I raised this before and got no response.,opportunist,,False,0
ALT02437,CUST00727,1989.36,438,17,4,delivered,signed,dev_520826b8,addr_968c77f1,3,item_not_received,I have not received this package even after 3 days. It stopped working after two days of use. I raised this before and got no response.,opportunist,,True,1
ALT02438,CUST01465,2401.2,1179,38,1,delivered,signed,dev_2c55aef7,addr_b17cfb21,21,item_not_received,Nothing was delivered to my address. Please refund the amount. It stopped working after two days of use. Kindly help.,honest,,True,1
ALT02439,CUST01346,1925.26,227,8,1,delivered,signed,dev_c2ac0d6d,addr_71757228,7,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. This keeps happening.,opportunist,,False,0
ALT02440,CUST00179,3737.06,1272,50,1,delivered,none,dev_28ef2f46,addr_8ce377d7,12,duplicate_charge,Two payments went out for a single purchase.,honest,,False,0
ALT02441,CUST01454,8889.32,1042,24,1,lost,none,dev_bd03d33b,addr_301c6abf,32,item_not_received,I have not received this package even after 32 days.,honest,,False,0
ALT02442,CUST00424,607.24,935,35,1,delivered,signed,dev_5254aad3,addr_453b45fe,33,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02443,CUST00088,1729.1,544,13,3,delivered,signed,dev_c275da34,addr_4201938b,34,not_as_described,"Received the wrong variant, this is not what I ordered. This keeps happening.",opportunist,,False,0
ALT02444,CUST01703,236.01,1043,42,1,in_transit,none,dev_c96d525e,addr_8c68720e,39,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT02445,CUST00968,1151.78,832,16,0,delivered,signed,dev_c422d03e,addr_31274148,28,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT02446,CUST00441,2144.49,1113,18,1,delivered,none,dev_ffa623d0,addr_333ee344,3,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,0
ALT02447,CUST00981,1785.87,1222,22,1,in_transit,none,dev_f1773294,addr_5b29317a,24,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,0
ALT02448,CUST00022,2895.69,1447,47,1,delivered,signed,dev_076979d6,addr_c32d4526,9,duplicate_charge,Two payments went out for a single purchase. Kindly help.,honest,,False,1
ALT02449,CUST01203,453.66,1438,50,1,delivered,signed,dev_d90949aa,addr_9f8ceda5,30,duplicate_charge,Two payments went out for a single purchase.,honest,,False,1
ALT02450,CUST00489,2429.58,89,3,3,lost,none,dev_f0d1fa72,addr_4a9b37f0,19,item_not_received,I have not received this package even after 19 days. Refund immediately.,ring,tight,False,0
ALT02451,CUST00509,1521.57,83,12,4,in_transit,none,dev_fd5baf20,addr_21b6eb84,28,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. I raised this before and got no response.,opportunist,,False,0
ALT02452,CUST00177,1715.11,167,16,1,lost,none,dev_602cf604,addr_bf86ad63,22,duplicate_charge,"Charged twice for the same order, please reverse one debit. I raised this before and got no response.",opportunist,,False,0
ALT02453,CUST00929,1791.08,931,10,1,delivered,signed,dev_a42d10f5,addr_47263c24,9,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT02454,CUST00829,595.03,472,46,0,delivered,otp,dev_9033da65,addr_2a038ad4,30,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT02455,CUST00729,1926.51,338,5,4,lost,none,dev_363cbc32,addr_0e55ced3,44,unauthorised,"This charge is not mine, my card was used without permission. This keeps happening.",opportunist,,False,0
ALT02456,CUST00005,1902.51,273,17,0,delivered,none,dev_97cb4585,addr_7d3e5830,12,unauthorised,"This charge is not mine, my card was used without permission. The size is wrong, I want to send it back. Kindly help.",honest,,True,0
ALT02457,CUST01226,3353.57,1489,22,0,delivered,signed,dev_e2c6093e,addr_109b851a,13,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT02458,CUST00034,10315.43,689,46,0,in_transit,otp,dev_f9c3ee05,addr_66414954,24,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,0
ALT02459,CUST01503,1650.04,77,9,3,delivered,signed,dev_c7a9ff30,addr_87e719e2,27,item_not_received,Nothing was delivered to my address. Please refund the amount. I raised this before and got no response.,opportunist,,False,1
